CLIENT_IDENTIFIER,ISSUER_NAME,ISSUERID,CIK_NUM,ISSUER_ISIN,ISSUER_LEI,ISSUER_TICKER,AE_DIST_MAX_REV_PCT,ESG_CONTROVERSIES_COVERED,CARBON_EMISSIONS_SCOPE_3_TOTAL,GENERAT_THERMAL_COAL_PCT,FIREARM_PROD_MAX_REV_PCT,IVA_COMPANY_RATING,EU_TAXONOMY_ELIGIBLE_MAX_REV,ENVIRONMENT_TOXIC_FLAG,AE_PROD_MAX_REV_PCT,CONTRO_WEAP_CBLMBW_ANYTIE,FIREARM_RET_MAX_REV_PCT,ENERGY_CONSUMP_INTEN_EUR,GENDER_PAY_GAP_RATIO,MET_COAL_MAX_REV_PCT,PCT_NONRENEW_CONSUMP_PROD,PROD_CIV_ARMS_AUTO,ENVIRONMENT_LAND_FLAG,PCT_TOTL_ERGY_CONSUMP_NONRENEW,CARBON_EMISSIONS_SCOPE_1,CARBON_EMISSIONS_SCOPE_2,TOB_DIST_MAX_REV_PCT,PCT_TOTL_ERGY_PRODUCT_NONRENEW,CARBON_EMISSIONS_SALES_EUR_SCOPE123_INTEN,LABOR_COMPLIANCE_CORE,FEMALE_DIRECTORS_PCT,ANI_TEST_POLICY,OPS_PROT_BIODIV_AREAS,IVA_RATING_TREND,LABOR_DDIL_POL_ILO,ACTIVE_FF_SECTOR_EXPOSURE,ENVIRONMENT_CLIMATE_FLAG,WATER_EM_EFF_METRIC_TONS,OVERALL_FLAG,MECH_UN_GLOBAL_COMPACT,CARBON_EMISSIONS_EVIC_EUR_SCOPE123_INTEN,THERMAL_COAL_MAX_REV_PCT,TOTL_ERGY_CONSUMP_RENEW_GWH,OPS_PROT_BIODIV_CONTROVS,ANI_FACTORY_FARM,UNGC_COMPLIANCE,EST_EU_TAXONOMY_MAX_REV,PRED_LEND_MAX_REV,TOTL_ERGY_CONSUMP_NONRENEW_GWH,TOTL_ERGY_CONSUMP_GWH,CWEAP_TIE,FUR_PRODUCER,NON_PHARMCEUTICAL_TESTER,TOB_SUPP_MAX_REV_PCT,CONV_OIL_GAS_MAX_REV_PCT,HAZARD_WASTE_METRIC_TON,WEAP_MAX_REV_PCT,CARBON_EMISSIONS_SCOPE123
"","""CABOT CORPORATION""","""IID000000002132716""",,"""US1270551013""","""K05C0SER542GQ6VLRO68""","""CBT""",,true,3058276.7,,,,99.99,"""Green""",,"""No""",,0.98,,,0.0,,"""Green""",0.0,4030000.0,330000.0,,,1681.859468998068,"""Pass""",33.3333333333,true,"""Not Disclosed""",,"""Yes""","""Not Disclosed""","""Green""",,"""Green""","""Yes""",1379.5952302358814,,14.75,"""Not Disclosed""",,"""Pass""",4.72,,0.0,2190.726,,,true,,,377170.0,,7418276.696310568
"","""Morinaga Milk Industry Co., Ltd.""","""IID000000002132720""",,"""JP3926800008""","""529900FB91P7MVO08949""","""2264""",,true,6553940.61,,,,0.0,"""Green""",,"""No""",,0.36,,,,,"""Green""",,205345.0,78969.0,,,1838.1700819677753,"""Pass""",8.3333333333,,"""Not Disclosed""",,"""Yes""","""Not Disclosed""","""Green""",,"""Green""","""Yes""",2824.035106864185,,,"""Not Disclosed""",,"""Pass""",0.0,,,1332.157,,,,,,,,6851278.611358924
"","""SSY GROUP LIMITED""","""IID000000002132727""",,"""KYG8406X1034""",,"""2005""",,true,204760.79,,,,0.0,"""Green""",,"""No""",,0.85,,,100.0,,"""Green""",100.0,16168.0,33265.0,,,347.2450708762633,"""Pass""",0.0,,"""Not Disclosed""",,"""Yes""","""Not Disclosed""","""Green""",,"""Green""","""No Evidence""",122.45460392511934,,0.0,"""Not Disclosed""",,"""Pass""",0.0,,518.30429436,518.30429436,,,,,,75.0,,212521.18965808387
"","""ANTA SPORTS PRODUCTS LIMITED""","""IID000000002132728""",,"""KYG040111059""","""529900291XG0CTK4LF95""","""2020""",,true,4993807.91,,,,0.0,"""Green""",,"""No""",,0.04,,,100.0,,"""Green""",100.0,4820.0,173974.0,,,755.1125816337747,"""Pass""",20.0,,"""Not Disclosed""",,"""Yes""","""Not Disclosed""","""Green""",,"""Green""","""Yes""",133.42564319625504,,,"""Not Disclosed""",,"""Pass""",0.0,,279.26317,279.26317,,,,,,24.13,,5139260.905248281
"","""FIH MOBILE LIMITED""","""IID000000002132729""",,"""KYG3472Y1017""","""30030037GI80SRAJAK10""","""2038""",,true,3342490.42,,,,100.0,"""Green""",,"""No""",,1.9,,,100.0,,"""Green""",100.0,29150.0,353126.0,,,453.90463980575913,"""Pass""",14.2857142857,,"""Not Disclosed""",,"""Yes""","""Not Disclosed""","""Green""",,"""Green""","""No Evidence""",1699.759280192173,,,"""Not Disclosed""",,"""Pass""",0.0,,14275.52791,14275.52791,,,,,,,,3415700.2687317757
"","""BAUSCH HEALTH COMPANIES INC.""","""IID000000002132730""",,"""CA0717341071""","""B3BS7ACMDUWISF18KY76""","""BHC""",,true,2799422.32,,,,46.38,"""Green""",,"""No""",,,,,,,"""Green""",,202952.0,195992.0,,,431.2524195223625,"""Pass""",20.0,true,"""Not Disclosed""",,"""Yes""","""Not Disclosed""","""Green""",,"""Green""","""No Evidence""",110.39492970777412,,,"""Not Disclosed""",,"""Pass""",0.0,,,,,,,,,,,3198366.3192908205
"","""PACIFIC TEXTILES HOLDINGS LIMITED""","""IID000000002132732""",,"""KYG686121032""","""5299009IC8ZP94KPH034""","""1382""",,false,645544.44,,,,0.0,,,"""No""",,,,,,,"""Green""",,404510.0,66926.0,,,1778.5557289071567,"""Pass""",,,"""Not Disclosed""",,"""Yes""","""Not Disclosed""",,,"""Green""","""No Evidence""",1598.6100782299172,,,"""Not Disclosed""",,"""Pass""",,,,,,,,,,3181.421,,1238203.4360929823
"","""BRADY CORPORATION""","""IID000000002132734""",,"""US1046741062""","""549300G2LEQOFQC8GY34""","""BRC""",,true,850393.66,,,,0.0,"""Green""",,"""No""",,,,,,,"""Green""",,8300.0,28900.0,,,797.2633513898048,"""Pass""",44.4444444444,,"""Not Disclosed""",,"""Yes""","""Not Disclosed""","""Green""",,"""Green""","""No Evidence""",310.88422814564035,,,"""Not Disclosed""",,"""Pass""",0.0,,,,,,,,,,,768434.3086035495
"","""IPG PHOTONICS CORPORATION""","""IID000000002132736""",,"""US44980X1090""","""5493002KZ51CADQ94G15""","""IPGP""",,true,656968.2,,,,100.0,"""Green""",,"""No""",,0.14,,,100.0,,"""Green""",100.0,10590.0,50796.0,,,571.3052065494007,"""Pass""",40.0,,"""Not Disclosed""",,"""Yes""","""Not Disclosed""","""Green""",,"""Green""","""No Evidence""",90.87550662494931,,,"""Not Disclosed""",,"""Pass""",0.0,,185.746,185.746,,,,,,680.0,,733905.1389726931
"","""INNOPHOS HOLDINGS, INC.""","""IID000000002132737""",,"""US45774NAB47""","""XQ0331QX53IRX25OY417""","""IRISR""",,true,,,,,,"""Green""",,,,,,,,,"""Green""",,,,,,,"""Pass""",,,,,,,"""Green""",,"""Green""",,,,,,,"""Pass""",,,,,,,,,,,,
"","""LYNAS RARE EARTHS LIMITED""","""IID000000002132760""",,"""AU000000LYC6""","""529900SGT9M1FJPXXI35""","""LYC""",,true,2280388.38,,,,0.0,"""Green""",,"""No""",,1.71,,,100.0,,"""Green""",100.0,69183.0,42831.0,,,3953.429339786016,"""Pass""",33.3333333333,,"""Not Disclosed""",,"""Yes""","""Not Disclosed""","""Green""",,"""Yellow""","""Yes""",450.79193449657845,,,"""Not Disclosed""",,"""Pass""",0.0,,529.4952782014,529.4952782014,,,,,,,,2392402.3834861363
"","""EXIDE INDUSTRIES LIMITED""","""IID000000002132770""",,"""INE302A01020""","""335800X6SNGIZCBA9V34""","""EXIDEIND""",,true,1054115.94,,,,100.0,"""Green""",,"""No""",,0.39,,,82.0,,"""Green""",82.0,31684.0,447073.0,,,738.6376802260078,"""Pass""",11.1111111111,,"""Not Disclosed""",,"""Yes""","""Not Disclosed""","""Green""",,"""Green""","""No Evidence""",704.798861614306,,106.8437500855,"""Not Disclosed""",,"""Pass""",23.03,,486.7326392783,593.5763893638,,,,,,,,1120446.9422627268
"","""F D C Ltd""","""IID000000002132781""",,"""INE258B01022""","""3358009DDF52LHZHHA78""","""FDC""",,true,51717.02,,,,0.0,"""Green""",,"""No""",,,,,,,"""Green""",,3513.0,7164.0,,,323.61099301755223,"""Pass""",25.0,,"""Not Disclosed""",,"""Yes""","""Not Disclosed""","""Green""",,"""Green""","""No Evidence""",113.09691119520208,,,"""Not Disclosed""",,"""Pass""",0.0,,,,,,,,,,,58646.40330027203
"","""BRICKWORKS LTD""","""IID000000002132786""",,"""AU000000BKW4""",,"""BKW""",,true,275563.89,,,,99.98,"""Green""",,"""No""",,2.1618548259,,,,,"""Green""",,206043.0,72285.0,,,740.3983491222897,"""Pass""",33.3333333333,,"""Not Disclosed""",,"""Yes""","""Yes""","""Green""",,"""Green""","""No Evidence""",187.31421673406876,,,"""Not Disclosed""",,"""Pass""",0.0,,1138.88888898,,,,,,,,,553891.885166976
"","""DAIKOKUTENBUSSAN CO., LTD.""","""IID000000002132812""",,"""JP3483050005""",,"""2791""",,true,302995.79,,,,0.0,"""Green""",,"""No""",,,,,,,"""Green""",,22658.0,39755.0,,,224.6593250782436,"""Pass""",0.0,,"""Not Disclosed""",,"""Yes""","""Not Disclosed""","""Green""",,"""Green""","""No Evidence""",699.0258741613712,,,"""Not Disclosed""",,"""Pass""",0.0,,,,,,,,,,,365408.7854591152
"","""GUJARAT AMBUJA EXPORTS LIMITED""","""IID000000002132824""",,"""INE036B01030""","""335800M9TVMR5FIXZ129""","""GAEL""",,true,759849.36,,,,0.18,"""Green""",,"""No""",,,,,,,"""Green""",,482837.0,31588.0,,,2057.7604735684718,"""Pass""",28.5714285714,,"""Not Disclosed""",,"""Yes""","""Not Disclosed""","""Green""",,"""Green""","""No Evidence""",1538.8097963580392,,,"""Not Disclosed""",,"""Pass""",0.18,,,,,,,2.0,,,,1139873.3566522175
"","""KRATOS DEFENSE & SECURITY SOLUTIONS, INC.""","""IID000000002132830""",,"""US50077B2079""","""5493000EKBN0UY1F3F88""","""KTOS""",,true,300639.5,,,,100.0,"""Green""",,"""No""",,,,,,,"""Green""",,7211.0,13702.0,,,409.9193370191585,"""Pass""",25.0,,"""Not Disclosed""",,"""Yes""","""Not Disclosed""","""Green""",,"""Green""","""No Evidence""",116.35123184292398,,,"""Not Disclosed""",,"""Pass""",0.0,,,,,,,,,,49.99,292516.3049516583
"","""JOHNSON OUTDOORS INC.""","""IID000000002132845""",,"""US4791671088""",,"""JOUT""",,true,459935.92,,,,0.0,"""Green""",,"""No""",,,,,,,"""Green""",,3044.0,6139.0,,,741.0995157046758,"""Pass""",33.3333333333,,"""Not Disclosed""",,"""Not Disclosed""","""Not Disclosed""","""Green""",,"""Green""","""No Evidence""",479.97638037071147,,,"""Not Disclosed""",,"""Pass""",0.0,,,,,,,,,,,480677.14588605275
